	OUT.ID	Kingdom	Phylum	Class	Order	Family	Genus	Species
OTU904	OTU904	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	Chaetomium mareoticum
OTU905	OTU905	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Stephanosporaceae	NA	NA
OTU906	OTU906	Fungi	Ascomycota	Schizosaccharomycetes	Schizosaccharomycetales	NA	NA	NA
OTU907	OTU907	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA
OTU908	OTU908	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Cantharellaceae	Craterellus	Craterellus tubaeformis
OTU909	OTU909	Fungi	NA	NA	NA	NA	NA	NA
OTU910	OTU910	Fungi	Ascomycota	Lecanoromycetes	Acarosporales	Acarosporaceae	NA	NA
OTU911	OTU911	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Meruliaceae	Hyphodermella	Hyphodermella rosae
OTU912	OTU912	Fungi	Basidiomycota	Agaricomycetes	Boletales	Rhizopogonaceae	Rhizopogon	NA
OTU913	OTU913	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	NA
OTU914	OTU914	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	NA	NA	NA
OTU915	OTU915	Fungi	Ascomycota	Dothideomycetes	Capnodiales	NA	NA	NA
OTU916	OTU916	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU917	OTU917	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	NA	NA	NA
OTU918	OTU918	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU919	OTU919	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU920	OTU920	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Filobasidium	NA
OTU921	OTU921	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU922	OTU922	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleraceae	Genolevuria	NA
OTU923	OTU923	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Phoma	NA
OTU924	OTU924	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU925	OTU925	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	NA
OTU927	OTU927	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
OTU928	OTU928	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	NA
OTU929	OTU929	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Naganishia	Naganishia randhawae
OTU930	OTU930	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	NA
OTU931	OTU931	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
OTU932	OTU932	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
OTU933	OTU933	Fungi	Ascomycota	Lecanoromycetes	NA	NA	NA	NA
OTU934	OTU934	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU935	OTU935	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU936	OTU936	Fungi	Rozellomycota	NA	NA	NA	NA	NA
OTU937	OTU937	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU938	OTU938	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	NA	NA	NA
OTU939	OTU939	Fungi	NA	NA	NA	NA	NA	NA
OTU940	OTU940	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU941	OTU941	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	NA
OTU942	OTU942	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Cryptococcus	NA
OTU943	OTU943	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	NA	NA	NA
OTU944	OTU944	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	NA	NA	NA
OTU945	OTU945	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Teratosphaeriaceae	Friedmanniomyces	Friedmanniomyces endolithicus
OTU946	OTU946	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus penicillioides
OTU947	OTU947	Fungi	Ascomycota	Schizosaccharomycetes	Schizosaccharomycetales	NA	NA	NA
OTU948	OTU948	Fungi	Ascomycota	Dothideomycetes	Dothideales	Dothideaceae	Cylindroseptoria	Cylindroseptoria ceratoniae
OTU949	OTU949	Fungi	Ascomycota	Lecanoromycetes	Acarosporales	Acarosporaceae	NA	NA
OTU950	OTU950	Fungi	NA	NA	NA	NA	NA	NA
OTU951	OTU951	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU952	OTU952	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Didymella	Didymella rhei
OTU953	OTU953	Fungi	Ascomycota	Sordariomycetes	Hypocreales	NA	NA	NA
OTU954	OTU954	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU955	OTU955	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	NA
OTU956	OTU956	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU957	OTU957	Fungi	Basidiomycota	Cystobasidiomycetes	NA	Symmetrosporaceae	Symmetrospora	Symmetrospora vermiculata
OTU958	OTU958	Fungi	NA	NA	NA	NA	NA	NA
OTU959	OTU959	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU960	OTU960	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Trimorphomycetaceae	Saitozyma	NA
OTU961	OTU961	Fungi	Ascomycota	Pezizomycetes	Pezizales	Sarcosomataceae	NA	NA
OTU962	OTU962	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
OTU963	OTU963	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	NA
OTU964	OTU964	Fungi	Ascomycota	Pezizomycetes	Pezizales	NA	NA	NA
OTU965	OTU965	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	NA
OTU966	OTU966	Fungi	Basidiomycota	Agaricomycetes	Boletales	NA	NA	NA
OTU967	OTU967	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	Sarcinomyces	NA
OTU968	OTU968	Fungi	NA	NA	NA	NA	NA	NA
OTU969	OTU969	Fungi	Basidiomycota	Tremellomycetes	Tremellales	NA	NA	NA
OTU970	OTU970	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU971	OTU971	Fungi	Mucoromycota	Mucoromycetes	Mucorales	NA	NA	NA
OTU972	OTU972	Fungi	NA	NA	NA	NA	NA	NA
OTU973	OTU973	Fungi	NA	NA	NA	NA	NA	NA
OTU974	OTU974	Fungi	Ascomycota	Sordariomycetes	Sordariales	NA	NA	NA
OTU975	OTU975	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU976	OTU976	Fungi	Neocallimastigomycota	Neocallimastigomycetes	Neocallimastigales	NA	NA	NA
OTU977	OTU977	Fungi	Ascomycota	Archaeorhizomycetes	Archaeorhizomycetales	Archaeorhizomycetaceae	Archaeorhizomyces	NA
OTU978	OTU978	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU979	OTU979	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	NA	NA	NA
OTU980	OTU980	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU981	OTU981	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium murcianum
OTU982	OTU982	Fungi	Basidiomycota	Agaricomycetes	Trechisporales	Hydnodontaceae	Trechispora	NA
OTU983	OTU983	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Pseudopithomyces	Pseudopithomyces chartarum
OTU984	OTU984	Fungi	Ascomycota	Eurotiomycetes	Onygenales	NA	NA	NA
OTU985	OTU985	Fungi	NA	NA	NA	NA	NA	NA
OTU986	OTU986	Fungi	Ascomycota	Leotiomycetes	Erysiphales	Erysiphaceae	Golovinomyces	Golovinomyces macrocarpus
OTU987	OTU987	Fungi	Mucoromycota	Mucoromycetes	Mucorales	NA	NA	NA
OTU988	OTU988	Fungi	Basidiomycota	Agaricomycetes	NA	NA	NA	NA
OTU989	OTU989	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA
OTU990	OTU990	Fungi	Ascomycota	Lecanoromycetes	Acarosporales	NA	NA	NA
OTU991	OTU991	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	Chaetomium seminis-citrulli
OTU992	OTU992	Fungi	Ascomycota	Leotiomycetes	Erysiphales	Erysiphaceae	Blumeria	NA
OTU993	OTU993	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU994	OTU994	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
OTU995	OTU995	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Phoma	NA
OTU996	OTU996	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	NA
OTU997	OTU997	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	NA	NA	NA
OTU998	OTU998	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Tetragoniomycetaceae	Cryptotrichosporon	Cryptotrichosporon anacardii
OTU999	OTU999	Fungi	NA	NA	NA	NA	NA	NA
OTU1000	OTU1000	Fungi	Mucoromycota	Mucoromycetes	Mucorales	NA	NA	NA
OTU1001	OTU1001	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU1002	OTU1002	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	NA	NA
OTU1003	OTU1003	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU1004	OTU1004	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Knufia	Knufia marmoricola
OTU1005	OTU1005	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA
OTU1006	OTU1006	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Sporormiella	Sporormiella minima
OTU1007	OTU1007	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU1008	OTU1008	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU1009	OTU1009	Fungi	NA	NA	NA	NA	NA	NA
OTU1010	OTU1010	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodosporidiobolus	NA
OTU1011	OTU1011	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU1012	OTU1012	Fungi	Ascomycota	Lecanoromycetes	Umbilicariales	NA	NA	NA
OTU1013	OTU1013	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
OTU1014	OTU1014	Fungi	NA	NA	NA	NA	NA	NA
OTU1015	OTU1015	Fungi	Basidiomycota	Agaricomycetes	Boletales	NA	NA	NA
OTU1016	OTU1016	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Coniosporium	NA
OTU1017	OTU1017	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	NA	NA	NA
OTU1018	OTU1018	Fungi	Basidiomycota	Agaricomycetes	Polyporales	NA	NA	NA
OTU1019	OTU1019	Fungi	NA	NA	NA	NA	NA	NA
OTU1020	OTU1020	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	NA
OTU1021	OTU1021	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	NA
OTU1022	OTU1022	Fungi	NA	NA	NA	NA	NA	NA
OTU1023	OTU1023	Fungi	NA	NA	NA	NA	NA	NA
OTU1024	OTU1024	Fungi	Basidiomycota	NA	NA	NA	NA	NA
OTU1025	OTU1025	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Auxarthron	NA
OTU1026	OTU1026	Fungi	Ascomycota	Sordariomycetes	Xylariales	Microdochiaceae	Microdochium	Microdochium bolleyi
OTU1027	OTU1027	Fungi	Ascomycota	Schizosaccharomycetes	Schizosaccharomycetales	NA	NA	NA
OTU1028	OTU1028	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU1029	OTU1029	Fungi	Basidiomycota	Tremellomycetes	Tremellales	NA	NA	NA
OTU1030	OTU1030	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Anthostomella	Anthostomella conorum
OTU1031	OTU1031	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	NA	NA	NA
OTU1032	OTU1032	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiostomataceae	NA	NA
OTU1033	OTU1033	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Planistromellaceae	Ramimonilia	Ramimonilia apicalis
OTU1034	OTU1034	Fungi	Ascomycota	Lecanoromycetes	Teloschistales	Teloschistaceae	Caloplaca	NA
OTU1035	OTU1035	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1036	OTU1036	Fungi	Basidiomycota	Agaricomycetes	Polyporales	NA	NA	NA
OTU1037	OTU1037	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	NA	NA	NA
OTU1038	OTU1038	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	NA
OTU1039	OTU1039	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
OTU1040	OTU1040	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
OTU1041	OTU1041	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU1042	OTU1042	Fungi	Ascomycota	Eurotiomycetes	Onygenales	NA	NA	NA
OTU1043	OTU1043	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Clitopilus	Clitopilus hobsonii
OTU1044	OTU1044	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1045	OTU1045	Fungi	Basidiomycota	Tremellomycetes	Tremellales	NA	NA	NA
OTU1046	OTU1046	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	Tomentella sublilacina
OTU1047	OTU1047	Fungi	Basidiomycota	Wallemiomycetes	NA	NA	NA	NA
OTU1048	OTU1048	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinellus	NA
OTU1049	OTU1049	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU1051	OTU1051	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU1052	OTU1052	Fungi	Ascomycota	Schizosaccharomycetes	Schizosaccharomycetales	NA	NA	NA
OTU1053	OTU1053	Fungi	NA	NA	NA	NA	NA	NA
OTU1054	OTU1054	Fungi	Chytridiomycota	Rhizophlyctidomycetes	Rhizophlyctidales	Arizonaphlyctidaceae	Arizonaphlyctis	Arizonaphlyctis lemmonensis
OTU1056	OTU1056	Fungi	Rozellomycota	NA	NA	NA	NA	NA
OTU1057	OTU1057	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU1058	OTU1058	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	NA	NA	NA
OTU1059	OTU1059	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1060	OTU1060	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1061	OTU1061	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	NA	NA	NA
OTU1062	OTU1062	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
OTU1063	OTU1063	Fungi	Entomophthoromycota	Entomophthoromycetes	Entomophthorales	NA	NA	NA
OTU1064	OTU1064	Fungi	NA	NA	NA	NA	NA	NA
OTU1065	OTU1065	Fungi	Ascomycota	Schizosaccharomycetes	Schizosaccharomycetales	NA	NA	NA
OTU1066	OTU1066	Fungi	Ascomycota	Schizosaccharomycetes	Schizosaccharomycetales	NA	NA	NA
OTU1067	OTU1067	Fungi	Ascomycota	Lecanoromycetes	Acarosporales	Acarosporaceae	NA	NA
OTU1068	OTU1068	Fungi	Ascomycota	Pezizomycetes	Pezizales	NA	NA	NA
OTU1069	OTU1069	Fungi	Ascomycota	Schizosaccharomycetes	Schizosaccharomycetales	NA	NA	NA
OTU1070	OTU1070	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Orbilia	NA
OTU1071	OTU1071	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	NA	NA	NA
OTU1072	OTU1072	Fungi	Ascomycota	Sordariomycetes	Diaporthales	NA	NA	NA
OTU1073	OTU1073	Fungi	Ascomycota	Lecanoromycetes	Acarosporales	Acarosporaceae	NA	NA
OTU1074	OTU1074	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU1075	OTU1075	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1076	OTU1076	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1077	OTU1077	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1078	OTU1078	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU1079	OTU1079	Fungi	Basidiomycota	Agaricomycetes	Boletales	NA	NA	NA
OTU1080	OTU1080	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	NA	NA
OTU1081	OTU1081	Fungi	Ascomycota	Sordariomycetes	Sordariales	NA	NA	NA
OTU1082	OTU1082	Fungi	NA	NA	NA	NA	NA	NA
OTU1083	OTU1083	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1084	OTU1084	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	NA	NA	NA
OTU1085	OTU1085	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1086	OTU1086	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
OTU1087	OTU1087	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Chaetosphaeronema	NA
OTU1088	OTU1088	Fungi	NA	NA	NA	NA	NA	NA
OTU1089	OTU1089	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	NA
OTU1090	OTU1090	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU1091	OTU1091	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	NA
OTU1092	OTU1092	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU1093	OTU1093	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU1094	OTU1094	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	NA	NA	NA
OTU1095	OTU1095	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	NA
OTU1096	OTU1096	Fungi	Ascomycota	Schizosaccharomycetes	Schizosaccharomycetales	NA	NA	NA
OTU1097	OTU1097	Fungi	Mucoromycota	Mucoromycetes	Mucorales	NA	NA	NA
OTU1098	OTU1098	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	NA	NA	NA
OTU1099	OTU1099	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU1100	OTU1100	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
OTU1101	OTU1101	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Exserohilum	NA
OTU1102	OTU1102	Fungi	NA	NA	NA	NA	NA	NA
OTU1103	OTU1103	Fungi	Chytridiomycota	NA	NA	NA	NA	NA
OTU1104	OTU1104	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1105	OTU1105	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	NA
OTU1106	OTU1106	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	NA
OTU1107	OTU1107	Fungi	Ascomycota	Schizosaccharomycetes	Schizosaccharomycetales	NA	NA	NA
OTU1108	OTU1108	Fungi	Ascomycota	Sordariomycetes	Myrmecridiales	Myrmecridiaceae	Myrmecridium	Myrmecridium phragmitis
OTU1109	OTU1109	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	NA
OTU1110	OTU1110	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU1111	OTU1111	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
OTU1112	OTU1112	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Paraphoma	NA
OTU1113	OTU1113	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU1114	OTU1114	Fungi	NA	NA	NA	NA	NA	NA
OTU1115	OTU1115	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
OTU1116	OTU1116	Fungi	Basidiomycota	Agaricomycetes	Corticiales	NA	NA	NA
OTU1117	OTU1117	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU1119	OTU1119	Fungi	NA	NA	NA	NA	NA	NA
OTU1120	OTU1120	Fungi	Basidiomycota	Agaricomycetes	NA	NA	NA	NA
OTU1121	OTU1121	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	NA
OTU1122	OTU1122	Fungi	Glomeromycota	Glomeromycetes	Diversisporales	NA	NA	NA
OTU1123	OTU1123	Fungi	Entomophthoromycota	Entomophthoromycetes	Entomophthorales	NA	NA	NA
OTU1124	OTU1124	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	NA	NA	NA
OTU1125	OTU1125	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
OTU1126	OTU1126	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Coniosporium	Coniosporium apollinis
OTU1127	OTU1127	Fungi	Basidiomycota	Agaricomycetes	NA	NA	NA	NA
OTU1128	OTU1128	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	NA
OTU1129	OTU1129	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
OTU1130	OTU1130	Fungi	Glomeromycota	Paraglomeromycetes	Paraglomerales	NA	NA	NA
OTU1131	OTU1131	Fungi	Ascomycota	Eurotiomycetes	NA	NA	NA	NA
OTU1132	OTU1132	Fungi	Mucoromycota	Mucoromycetes	Mucorales	NA	NA	NA
OTU1133	OTU1133	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Naganishia	Naganishia bhutanensis
OTU1134	OTU1134	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Meyerozyma	NA
OTU1135	OTU1135	Fungi	Basidiomycota	Agaricomycetes	Polyporales	NA	NA	NA
OTU1136	OTU1136	Fungi	NA	NA	NA	NA	NA	NA
OTU1137	OTU1137	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU1138	OTU1138	Fungi	Ascomycota	Sordariomycetes	Xylariales	Bartaliniaceae	Bartalinia	Bartalinia robillardoides
OTU1139	OTU1139	Fungi	Entomophthoromycota	Basidiobolomycetes	Basidiobolales	Basidiobolaceae	Basidiobolus	Basidiobolus ranarum
OTU1140	OTU1140	Fungi	Mortierellomycota	NA	NA	NA	NA	NA
OTU1141	OTU1141	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	NA	NA	NA
OTU1142	OTU1142	Fungi	NA	NA	NA	NA	NA	NA
OTU1143	OTU1143	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1144	OTU1144	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU1145	OTU1145	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	NA	NA	NA
OTU1146	OTU1146	Fungi	NA	NA	NA	NA	NA	NA
OTU1147	OTU1147	Fungi	Ascomycota	Lecanoromycetes	Teloschistales	NA	NA	NA
OTU1148	OTU1148	Fungi	Basidiomycota	Agaricomycetes	Corticiales	NA	NA	NA
OTU1149	OTU1149	Fungi	NA	NA	NA	NA	NA	NA
OTU1150	OTU1150	Fungi	NA	NA	NA	NA	NA	NA
OTU1151	OTU1151	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU1152	OTU1152	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU1153	OTU1153	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Phoma	Phoma herbarum
OTU1154	OTU1154	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Lecanicillium	NA
OTU1155	OTU1155	Fungi	NA	NA	NA	NA	NA	NA
OTU1156	OTU1156	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	NA	NA	NA
OTU1157	OTU1157	Fungi	Rozellomycota	NA	NA	NA	NA	NA
OTU1158	OTU1158	Fungi	Ascomycota	Lecanoromycetes	Acarosporales	NA	NA	NA
OTU1159	OTU1159	Fungi	NA	NA	NA	NA	NA	NA
OTU1160	OTU1160	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	NA
OTU1161	OTU1161	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	NA	NA	NA
OTU1162	OTU1162	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU1163	OTU1163	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	NA	NA
OTU1164	OTU1164	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU1166	OTU1166	Fungi	Ascomycota	Dothideomycetes	Myriangiales	NA	NA	NA
OTU1167	OTU1167	Fungi	Ascomycota	Sordariomycetes	Xylariales	NA	NA	NA
OTU1168	OTU1168	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1169	OTU1169	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1170	OTU1170	Fungi	NA	NA	NA	NA	NA	NA
OTU1172	OTU1172	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	NA	NA	NA
OTU1173	OTU1173	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Dioszegia	Dioszegia hungarica
OTU1174	OTU1174	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU1175	OTU1175	Fungi	Basidiomycota	Agaricomycetes	NA	NA	NA	NA
OTU1176	OTU1176	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	NA
OTU1177	OTU1177	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1178	OTU1178	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Pilaira	Pilaira caucasica
OTU1179	OTU1179	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	NA	NA
OTU1180	OTU1180	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Paraboeremia	Paraboeremia selaginellae
OTU1181	OTU1181	Fungi	Ascomycota	Eurotiomycetes	Verrucariales	NA	NA	NA
OTU1182	OTU1182	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU1183	OTU1183	Fungi	NA	NA	NA	NA	NA	NA
OTU1184	OTU1184	Fungi	NA	NA	NA	NA	NA	NA
OTU1185	OTU1185	Fungi	NA	NA	NA	NA	NA	NA
OTU1186	OTU1186	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Cutaneotrichosporon	Cutaneotrichosporon dermatis
OTU1187	OTU1187	Fungi	Basidiomycota	Tremellomycetes	NA	NA	NA	NA
OTU1188	OTU1188	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU1189	OTU1189	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU1190	OTU1190	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	NA	NA	NA
OTU1191	OTU1191	Fungi	Ascomycota	Sordariomycetes	Xylariales	NA	NA	NA
